"","sentence","polarity","source","stanford_sentiment_value","stanford_sentiment"
"2997","Appetite instantly gone.","0","dataset/yelp_labelled.txt","1","Negative"
"84","The battery runs down quickly.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1562","The movie is terribly boring in places.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"1711","The stories were as unbelievable as the actors.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2056","Loved it...friendly servers, great food, wonderful and imaginative menu.","1","dataset/yelp_labelled.txt","4","Verypositive"
"2944","Not good by any stretch of the imagination.","0","dataset/yelp_labelled.txt","2","Neutral"
"2582","Over rated.","0","dataset/yelp_labelled.txt","2","Neutral"
"290","This item is great, installed it, let it charged up overnite and it has been working good every since with no problems","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2412","Come hungry, leave happy and stuffed!","1","dataset/yelp_labelled.txt","3","Positive"
"2984","It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.","0","dataset/yelp_labelled.txt","1","Negative"
"1225","The flat reenactments don't hold your attention because they are emotionally adrift and stagy.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2603","They also have the best cheese crisp in town.","1","dataset/yelp_labelled.txt","3","Positive"
"1989","It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).  ","1","dataset/imdb_labelled.txt","1","Negative"
"2126","Host staff were, for lack of a better word, BITCHES!","0","dataset/yelp_labelled.txt","1","Negative"
"98","I found this product to be waaay too big.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"1258","It was so funny.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1342","It is a really good show to watch.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"2261","I hope this place sticks around.","1","dataset/yelp_labelled.txt","2","Neutral"
"1470","A cheap and cheerless heist movie with poor characterisation, lots of underbite style stoic emoting (think Chow Yun Fat in A Better Tomorrow) and some cheesy clichés thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la John Woo.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"1753","Meredith M was better than all right.  ","1","dataset/imdb_labelled.txt","2","Neutral"
"66","The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip songs lock out after a few seconds.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2371","I left with a stomach ache and felt sick the rest of the day.","0","dataset/yelp_labelled.txt","1","Negative"
"2538","Great steak, great sides, great wine, amazing desserts.","1","dataset/yelp_labelled.txt","4","Verypositive"
"726","I have always used corded headsets and the freedom from the wireless is very helpful.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1316","So for our enjoyment we get to see them run around, play games, and be dangerous.  ","1","dataset/imdb_labelled.txt","3","Positive"
"116","The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"919","Works for me.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"1416","As a European, the movie is a nice throwback to my time as a student in the 1980's and the experiences I had living abroad and interacting with other nationalities, although the circumstances were slightly different.  ","1","dataset/imdb_labelled.txt","3","Positive"
"149","Items stated as included from the description ARE NOT INCLUDED.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2569","AN HOUR... seriously?","0","dataset/yelp_labelled.txt","1","Negative"
"511","This frog phone charm is adorable and very eye catching.","1","dataset/amazon_cells_labelled.txt","4","Verypositive"
"556","It's AGGRAVATING!","0","dataset/amazon_cells_labelled.txt","3","Positive"
"1479","Hackneyed writing, certainly, but made even worse by the bad directing.  ","0","dataset/imdb_labelled.txt","1","Negative"
"1732","It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!  ","1","dataset/imdb_labelled.txt","3","Positive"
"1595","The memories are murky but I can only say that I enjoyed every single episode and product related to the show.  ","1","dataset/imdb_labelled.txt","1","Negative"
"559","Virgin Wireless rocks and so does this cheap little phone!","1","dataset/amazon_cells_labelled.txt","0","Verynegative"
"538","Small, sleek, impressive looking, practical setup with ample storage in place.","1","dataset/amazon_cells_labelled.txt","4","Verypositive"
"2420","Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.","1","dataset/yelp_labelled.txt","3","Positive"
"2866","They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.","1","dataset/yelp_labelled.txt","1","Negative"
"2181","The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.","0","dataset/yelp_labelled.txt","0","Verynegative"
"1468","I was deeply impressed with the character he played.  ","1","dataset/imdb_labelled.txt","3","Positive"
"1760","This scene is very strong and unpleasant.  ","0","dataset/imdb_labelled.txt","0","Verynegative"
"2669","The owner used to work at Nobu, so this place is really similar for half the price.","1","dataset/yelp_labelled.txt","1","Negative"
"2894","Worst Thai ever.","0","dataset/yelp_labelled.txt","2","Neutral"
"378","This is a VERY average phone with bad battery life that operates on a weak network.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2227","This is an unbelievable BARGAIN!","1","dataset/yelp_labelled.txt","1","Negative"
"2749","I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!","0","dataset/yelp_labelled.txt","1","Negative"
"1181","The lead man is charisma-free.  ","0","dataset/imdb_labelled.txt","3","Positive"
"2428","Waiter was a jerk.","0","dataset/yelp_labelled.txt","2","Neutral"
"2902","Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!","1","dataset/yelp_labelled.txt","4","Verypositive"
"685","Chinese Forgeries Abound!.","0","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"2421","From what my dinner companions told me...everything was very fresh with nice texture and taste.","1","dataset/yelp_labelled.txt","3","Positive"
"2287","Things that went wrong: - They burned the saganaki.","0","dataset/yelp_labelled.txt","1","Negative"
"2438","I like Steiners because it's dark and it feels like a bar.","1","dataset/yelp_labelled.txt","1","Negative"
"389","It worked very well.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2218","The Jamaican mojitos are delicious.","1","dataset/yelp_labelled.txt","3","Positive"
"2523","A greasy, unhealthy meal.","0","dataset/yelp_labelled.txt","3","Positive"
"641","Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.","0","dataset/amazon_cells_labelled.txt","0","Verynegative"
"975","This phone tries very hard to do everything but fails at it's very ability to be a phone.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2425","What a mistake that was!","0","dataset/yelp_labelled.txt","1","Negative"
"310","They do not care about the consumer one bit.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"743","It dit not work most of the time with my Nokia 5320.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"496","Plug was the wrong size.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"172","Thank you for wasting my money.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2301","Good beer & drink selection and good food selection.","1","dataset/yelp_labelled.txt","3","Positive"
"855","Comfortable in my hand.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"480","I'd like to return it.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"675","Then I had to continue pairing it periodically since it somehow kept dropping.","0","dataset/amazon_cells_labelled.txt","2","Neutral"
"114","Great product, fast shipping!.","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"2376","Best tacos in town by far!!","1","dataset/yelp_labelled.txt","2","Neutral"
"1251","The dialogue sucked.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2587","All in all, I can assure you I'll be back.","1","dataset/yelp_labelled.txt","3","Positive"
"2392","I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;","1","dataset/yelp_labelled.txt","4","Verypositive"
"1325","I am so thrilled after seeing a movie like this.  ","1","dataset/imdb_labelled.txt","1","Negative"
"2521","Oh this is such a thing of beauty, this restaurant.","1","dataset/yelp_labelled.txt","3","Positive"
"2929","We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!","0","dataset/yelp_labelled.txt","1","Negative"
"572","This fixes all the problems.","1","dataset/amazon_cells_labelled.txt","1","Negative"
"2077","2 times - Very Bad Customer Service !","0","dataset/yelp_labelled.txt","1","Negative"
"2147","The menu is always changing, food quality is going down & service is extremely slow.","0","dataset/yelp_labelled.txt","1","Negative"
"2502","I'd rather eat airline food, seriously.","0","dataset/yelp_labelled.txt","3","Positive"
"2654","Not much flavor to them, and very poorly constructed.","0","dataset/yelp_labelled.txt","1","Negative"
"1779","The result is a film that just don't look right.  ","0","dataset/imdb_labelled.txt","1","Negative"
"2618","Despite how hard I rate businesses, its actually rare for me to give a 1 star.","0","dataset/yelp_labelled.txt","2","Neutral"
"1399","Non-linear narration thus many flashbacks and every part are articulated quite well.  ","1","dataset/imdb_labelled.txt","1","Negative"
"872","I received my headset in good time and was happy with it.","1","dataset/amazon_cells_labelled.txt","4","Verypositive"
"1688","10 out of 10 stars.  ","1","dataset/imdb_labelled.txt","2","Neutral"
"1855","Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  ","0","dataset/imdb_labelled.txt","1","Negative"
"555","I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.","0","dataset/amazon_cells_labelled.txt","1","Negative"
"2453","I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.","0","dataset/yelp_labelled.txt","1","Negative"
"186","Incredible!.","1","dataset/amazon_cells_labelled.txt","E_vety","E_vety"
"1526","From here on the Widmark character turns unintentionally comical!  ","0","dataset/imdb_labelled.txt","2","Neutral"
"1090","It actually turned out to be pretty decent as far as B-list horror/suspense films go.  ","1","dataset/imdb_labelled.txt","3","Positive"
"858","(It works!)","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2513","By far the BEST cheesecurds we have ever had!","1","dataset/yelp_labelled.txt","2","Neutral"
"924","cool phone.","1","dataset/amazon_cells_labelled.txt","3","Positive"
"2431","I never come again.","0","dataset/yelp_labelled.txt","2","Neutral"
"1985","She is as lovely as usual, this cutie!  ","1","dataset/imdb_labelled.txt","3","Positive"
"2116","Check it out.","1","dataset/yelp_labelled.txt","2","Neutral"
"1864","But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  ","1","dataset/imdb_labelled.txt","4","Verypositive"
"2100","On the up side, their cafe serves really good food.","1","dataset/yelp_labelled.txt","3","Positive"
